fid;P50
7447;1.266137
7448;1.39495
7449;1.397461
7450;1.47763
7451;1.477993
7452;1.475106
7453;1.565623
7454;1.67779
7455;1.769309
7456;1.78464
7457;1.898956
7458;1.987958
7459;2.058753
7460;2.089476
7461;2.224981
7462;1.959082
7463;2.079158
7464;2.204526
7465;2.14962
7466;2.013906
7467;1.871622
7468;1.843925
7469;1.67191
7470;1.542135
7471;1.521272
7472;1.348863
7473;1.333764
7474;1.231473
7475;1.214449
7476;16.032116
7477;15.572376
7478;16.43261
7479;16.967003
7480;16.762806
7481;15.803045
7482;14.568138
7483;11.007808
7484;6.653224
7485;2.857723
7486;1.004923
7487;0.631022
7488;0.564928
7489;0.528872
7490;0.58811
7491;0.551445
7492;0.539986
7493;0.810059
7494;1.287333
7495;1.905724
7496;1.980764
7497;0.044705
7498;0.227326
7499;0.27731
7500;0.060805
7501;0.347684
7502;0.718948
7503;1.062098
7504;1.35306
7505;1.653296
7506;1.850221
7507;2.031027
7508;2.260689
7509;2.289594
7510;2.050086
7511;1.722028
7512;1.369174
7513;1.082247
7514;0.908024
7515;0.727358
7516;0.597198
7517;0.444967
7518;0.190872
7519;0.647831
7520;3.078809
7521;6.626908
7522;10.486286
7523;12.388587
7524;12.82315
7525;12.076441
7526;10.227809
7527;7.439538
7528;5.191376
7529;3.610111
7530;2.873882
7531;2.412299
7532;2.007365
7533;1.936265
7534;12.645225
7535;11.856046
7536;10.719759
7537;7.800515
7538;8.536386
7539;11.569757
7540;14.815438
7541;16.825546
7542;22.244043
7543;25.422319
7544;27.625175
7545;24.726021
7546;27.323896
7547;29.17017
7548;29.591597
7549;29.396112
7550;26.708141
7551;24.520596
7552;26.400709
7553;26.278111
7554;24.630001
7555;23.539669
7556;22.617126
7557;22.296875
7558;22.303158
7559;21.61895
7560;22.152542
7561;23.660446
7562;26.302578
7563;26.54949
7564;24.667835
7565;23.175829
7566;22.542309
7567;20.564344
7568;19.676287
7569;18.541786
7570;18.25572
7571;16.679688
7572;15.767741
7573;0.604392
7574;0.678152
7575;0.706597
7576;0.770768
7577;0.913033
7578;1.031441
7579;0.998156
7580;1.04306
7581;1.110866
7582;1.261062
7583;1.378638
7584;1.4091
7585;1.469661
7586;1.38054
7587;1.465454
7588;1.542976
7589;1.576822
7590;1.722214
7591;1.775752
7592;1.778782
7593;1.787476
7594;1.839177
7595;1.984679
7596;2.160539
7597;2.101834
7598;2.188513
7599;2.164423
7600;2.079716
7601;1.952733
7602;1.92251
7603;1.785302
7604;1.521284
7605;1.40119
7606;1.415622
7607;1.467244
7608;1.469443
7609;1.312883
7610;1.098886
7611;1.044117
7612;15.930057
7613;16.869585
7614;17.987785
7615;18.454554
7616;19.343821
7617;18.512363
7618;16.06148
7619;12.300481
7620;5.66071
7621;1.527536
7622;0.633777
7623;0.58684
7624;0.540691
7625;0.589198
7626;0.506547
7627;0.563573
7628;1.007968
7629;1.539805
7630;2.159728
7631;2.751183
7632;2.140579
7633;0.318221
7634;0.055756
7635;0.305812
7636;0.529055
7637;0.558177
7638;0.691935
7639;0.970585
7640;1.039712
7641;1.203396
7642;1.460096
7643;1.6178
7644;1.37807
7645;1.143876
7646;0.862553
7647;0.629485
7648;0.495842
7649;0.379725
7650;0.31408
7651;0.200583
7652;0.025566
7653;0.491388
7654;2.611478
7655;6.207231
7656;9.965295
7657;12.167207
7658;13.069288
7659;11.794169
7660;9.338043
7661;7.23841
7662;5.856693
7663;4.762902
7664;3.867788
7665;2.799974
7666;2.108453
7667;1.999714
7668;14.615966
7669;15.471682
7670;6.733996
7671;7.987092
7672;12.422682
7673;16.3428
7674;17.950436
7675;21.088959
7676;24.940691
7677;27.646776
7678;25.043642
7679;24.167793
7680;28.860296
7681;29.490303
7682;29.861433
7683;27.816607
7684;24.695566
7685;26.758543
7686;27.025944
7687;26.054144
7688;24.557247
7689;23.263969
7690;23.18121
7691;22.916021
7692;22.973835
7693;23.768749
7694;25.463875
7695;27.131802
7696;28.54468
7697;25.349449
7698;24.255991
7699;23.313557
7700;22.773048
7701;21.795826
7702;3.388557
7703;2.97959
7704;2.567871
7705;2.530196
7706;2.373051
7707;2.292723
7708;2.103587
7709;1.82758
7710;1.958611
7711;2.13502
7712;1.97151
7713;2.020958
7714;2.251702
7715;2.414658
7716;2.492818
7717;2.673079
7718;2.795705
7719;3.095408
7720;3.046966
7721;3.088875
7722;3.113364
7723;3.501778
7724;3.772818
7725;4.165043
7726;4.743169
7727;5.13198
7728;5.827073
7729;6.260661
7730;6.610174
7731;7.462156
7732;8.359237
7733;9.666321
7734;11.931561
7735;13.595081
7736;14.514882
7737;14.480288
7738;13.101379
7739;11.326245
7740;9.650666
7741;7.324349
7742;6.394357
7743;5.794106
7744;6.411524
7745;6.014486
7746;6.060671
7747;5.896452
7748;6.078709
7749;6.437214
7750;6.836574
7751;7.180875
7752;7.89675
7753;8.324306
7754;8.642344
7755;9.086395
7756;9.028732
7757;9.457501
7758;9.713821
7759;9.912193
7760;10.622776
7761;11.123463
7762;12.021134
7763;12.823668
7764;14.16993
7765;14.602259
7766;14.6415
7767;11.191837
7768;0.320078
7769;3.249181
7770;5.624878
7771;3.899561
7772;1.933374
7773;2.305336
7774;2.231494
7775;2.358932
7776;2.266042
7777;1.53015
7778;0.062953
7779;0.22541
7780;2.996792
7781;3.012081
7782;3.146522
7783;3.590611
7784;4.589466
7785;5.008693
7786;4.451155
7787;4.005713
7788;3.677592
7789;3.354703
7790;2.941906
7791;2.289884
7792;0.867972
7793;0.087829
7794;0.204933
7795;0.89611
7796;0.995405
7797;0.944049
7798;0.913814
7799;0.877237
7800;0.80606
7801;0.753968
7802;0.737123
7803;0.77897
7804;0.756179
7805;0.629342
7806;0.681292
7807;0.638615
7808;0.621243
7809;0.696235
7810;0.76214
7811;0.701714
7812;0.723039
7813;0.719695
7814;0.709757
7815;0.752681
7816;0.807694
7817;0.836122
7818;2.934117
7819;3.202859
7820;3.592469
7821;3.65972
7822;3.880269
7823;4.0206
7824;4.432259
7825;5.459402
7826;5.504317
7827;5.903662
7828;6.180747
7829;6.442997
7830;6.672475
7831;6.888592
7832;7.004808
7833;7.185811
7834;7.106931
7835;6.837893
7836;6.728698
7837;6.697849
7838;6.256536
7839;5.688609
7840;5.165702
7841;5.162287
7842;4.400612
7843;4.170096
7844;4.024914
7845;4.117832
7846;3.72683
7847;3.716336
7848;3.311975
7849;3.162799
7850;3.048599
7851;2.911925
7852;2.713269
7853;2.428207
7854;2.340645
7855;2.27797
7856;2.354856
7857;2.395975
7858;2.457424
7859;2.613844
7860;2.583485
7861;2.645621
7862;2.749217
7863;2.930197
7864;3.045722
7865;2.935574
7866;3.133082
7867;3.155871
7868;3.377233
7869;3.707449
7870;3.761282
7871;4.148314
7872;4.543155
7873;4.845257
7874;5.033078
7875;5.703149
7876;6.464016
7877;7.46414
7878;8.468373
7879;9.922427
7880;11.197029
7881;12.419528
7882;12.875992
7883;12.290906
7884;10.621729
7885;9.758868
7886;8.395173
7887;7.999566
7888;6.828964
7889;6.27035
7890;6.110098
7891;5.98367
7892;6.148453
7893;6.529377
7894;6.967545
7895;7.297466
7896;7.886367
7897;8.58693
7898;8.946433
7899;9.24322
7900;9.436414
7901;9.407203
7902;9.239222
7903;9.282503
7904;9.097799
7905;9.060058
7906;9.463551
7907;9.946223
7908;10.199634
7909;11.07316
7910;11.286123
7911;10.407242
7912;9.095381
7913;4.589828
7914;0.18809
7915;1.474548
7916;2.995214
7917;2.353106
7918;2.930132
7919;3.228167
7920;3.60924
7921;3.840285
7922;3.109279
7923;0.398491
7924;0.4403
7925;5.034828
7926;4.468779
7927;4.144579
7928;4.442468
7929;5.23113
7930;5.551737
7931;4.217247
7932;3.459065
7933;2.706857
7934;2.310878
7935;1.950121
7936;1.271687
7937;0.248678
7938;0.909795
7939;0.958966
7940;0.933809
7941;0.964089
7942;0.91027
7943;0.820219
7944;0.844963
7945;0.853179
7946;0.820187
7947;0.717754
7948;0.714243
7949;0.747563
7950;0.72321
7951;0.646161
7952;0.640893
7953;0.678729
7954;0.684044
7955;0.677069
7956;0.664361
7957;0.66752
7958;0.717223
7959;0.803555
7960;0.812243
7961;0.872067
7962;0.901354
7963;0.958798
7964;1.037727
7965;1.075527
7966;1.106005
7967;1.323189
7968;1.55662
7969;5.572719
7970;5.591888
7971;5.9676
7972;5.931022
7973;6.355529
7974;6.416241
7975;7.231428
7976;7.223242
7977;7.732138
7978;7.177829
7979;7.141515
7980;6.73407
7981;6.610406
7982;6.152018
7983;5.810606
7984;5.746573
7985;5.105956
7986;4.968492
7987;4.893489
7988;4.912453
7989;4.418631
7990;4.195528
7991;3.964898
7992;3.929815
7993;3.765235
7994;3.694869
7995;3.515834
7996;3.100121
7997;2.738804
7998;2.570518
7999;2.586726
8000;2.591039
8001;2.685032
8002;2.784207
8003;2.877409
8004;2.743338
8005;2.777935
8006;2.858575
8007;2.821227
8008;2.670218
8009;2.784235
8010;3.036123
8011;3.109051
8012;3.345162
8013;3.396181
8014;3.640412
8015;3.849886
8016;4.047998
8017;4.313441
8018;4.831587
8019;5.483896
8020;6.261395
8021;7.503098
8022;8.616368
8023;9.783216
8024;10.870062
8025;11.328325
8026;11.02246
8027;10.151933
8028;9.406034
8029;8.402943
8030;7.567464
8031;6.749904
8032;6.587352
8033;6.666293
8034;6.638566
8035;6.711599
8036;6.79694
8037;7.340936
8038;8.025224
8039;8.617699
8040;9.016923
8041;9.388017
8042;9.605386
8043;9.578718
8044;9.270999
8045;8.777812
8046;8.526068
8047;8.119115
8048;7.888673
8049;8.069303
8050;8.109867
8051;8.339681
8052;9.290436
8053;9.016882
8054;8.432058
8055;7.88133
8056;5.073835
8057;0.040535
8058;3.831411
8059;3.415916
8060;3.481466
8061;2.793313
8062;1.837342
8063;4.740042
8064;5.488132
8065;6.089886
8066;6.774946
8067;5.373361
8068;0.584756
8069;7.770285
8070;5.847896
8071;4.982182
8072;4.447947
8073;4.379641
8074;4.059205
8075;2.985859
8076;2.062592
8077;1.319947
8078;0.459292
8079;0.390154
8080;0.226719
8081;0.826672
8082;0.91004
8083;0.964794
8084;1.015217
8085;1.010103
8086;0.933072
8087;0.877377
8088;0.879581
8089;0.865426
8090;0.859723
8091;0.851903
8092;0.807127
8093;0.780447
8094;0.777045
8095;0.664358
8096;0.679982
8097;0.674948
8098;0.689758
8099;0.69733
8100;0.673319
8101;0.673606
8102;0.749812
8103;0.800595
8104;0.813779
8105;0.862354
8106;0.842378
8107;0.901326
8108;1.030707
8109;1.099395
8110;1.169426
8111;1.271757
8112;1.319661
8113;1.636073
8114;2.178051
8115;2.348776
8116;2.472004
8117;2.741645
8118;6.493281
8119;7.154799
8120;7.617576
8121;8.206725
8122;7.318947
8123;7.409582
8124;7.37287
8125;6.984869
8126;6.939978
8127;6.682729
8128;6.252358
8129;5.657855
8130;5.44018
8131;5.931052
8132;5.767064
8133;5.528921
8134;5.327211
8135;5.021936
8136;4.794966
8137;4.385775
8138;4.242229
8139;4.032904
8140;3.697077
8141;3.176697
8142;3.011241
8143;2.794483
8144;2.783809
8145;2.934731
8146;2.909427
8147;3.109179
8148;2.903213
8149;2.703313
8150;2.683604
8151;2.545907
8152;2.437156
8153;2.531282
8154;2.652186
8155;2.764611
8156;2.882479
8157;2.995184
8158;3.115686
8159;3.368525
8160;3.502213
8161;3.812648
8162;4.350128
8163;4.878775
8164;5.833209
8165;6.647538
8166;7.56166
8167;8.791411
8168;9.776567
8169;10.373935
8170;10.349967
8171;9.728525
8172;9.277191
8173;8.351283
8174;7.222394
8175;6.70059
8176;6.847553
8177;6.549839
8178;6.539315
8179;6.937905
8180;7.197186
8181;6.627026
8182;0.829523
8183;3.777479
8184;8.088199
8185;0.815334
8186;0.771122
8187;3.936751
8188;9.066665
8189;8.37754
8190;7.417243
8191;7.218529
8192;7.455904
8193;7.216207
8194;7.219615
8195;7.102753
8196;7.727105
8197;7.605749
8198;7.349372
8199;7.006005
8200;5.618746
8201;4.60836
8202;5.08859
8203;4.671272
8204;4.524922
8205;3.804885
8206;0.62312
8207;3.298261
8208;8.028084
8209;8.938517
8210;10.299129
8211;8.903438
8212;0.683345
8213;3.552532
8214;6.248314
8215;4.955469
8216;3.926883
8217;3.178823
8218;2.620502
8219;1.97669
8220;1.174551
8221;0.216388
8222;0.857607
8223;0.851664
8224;0.912808
8225;1.087796
8226;1.103804
8227;0.995572
8228;0.992822
8229;1.008289
8230;0.969832
8231;0.916619
8232;0.880515
8233;0.881034
8234;0.921123
8235;0.851594
8236;0.752752
8237;0.71733
8238;0.698662
8239;0.700895
8240;0.794756
8241;0.735039
8242;0.738173
8243;0.735857
8244;0.823179
8245;0.808035
8246;0.788868
8247;0.869891
8248;0.86168
8249;1.009617
8250;1.13521
8251;1.202291
8252;1.180922
8253;1.278404
8254;1.414309
8255;1.588944
8256;2.129912
8257;2.30365
8258;2.575344
8259;2.780054
8260;6.890895
8261;7.28724
8262;7.492369
8263;7.610281
8264;7.547843
8265;7.795724
8266;7.396533
8267;7.230274
8268;7.293236
8269;6.74593
8270;6.344896
8271;5.992291
8272;7.085809
8273;6.730362
8274;6.826407
8275;6.461364
8276;6.029392
8277;5.745622
8278;5.250829
8279;5.0444
8280;4.514764
8281;3.966638
8282;3.466693
8283;3.367191
8284;3.276542
8285;3.305094
8286;3.258177
8287;3.190003
8288;3.150538
8289;2.932508
8290;2.673734
8291;2.506253
8292;2.246216
8293;2.122803
8294;2.309585
8295;2.320823
8296;2.486094
8297;2.574081
8298;2.842171
8299;2.965397
8300;3.206448
8301;3.125331
8302;3.292494
8303;3.770047
8304;4.655439
8305;5.329922
8306;5.945485
8307;7.112687
8308;8.249544
8309;9.218236
8310;9.749824
8311;10.181619
8312;9.659455
8313;8.984495
8314;8.277052
8315;7.178655
8316;6.936317
8317;6.923193
8318;6.478226
8319;6.2224
8320;6.556293
8321;6.948123
8322;7.415063
8323;6.438903
8324;7.150954
8325;8.5189
8326;6.20349
8327;0.788487
8328;0.752909
8329;8.441751
8330;7.446596
8331;6.866038
8332;6.684022
8333;6.750208
8334;6.828533
8335;6.495901
8336;6.619289
8337;7.311399
8338;7.039652
8339;6.724761
8340;6.656897
8341;6.341723
8342;6.310498
8343;6.202822
8344;6.649443
8345;6.646014
8346;7.484686
8347;6.09454
8348;1.182162
8349;1.522745
8350;5.325931
8351;12.476628
8352;11.91263
8353;6.853416
8354;0.313471
8355;0.255775
8356;1.997495
8357;3.372489
8358;2.5632
8359;1.694578
8360;0.650063
8361;0.379496
8362;0.158526
8363;0.37491
8364;0.852462
8365;0.808083
8366;0.867222
8367;1.01852
8368;1.061725
8369;0.92917
8370;1.010798
8371;0.973294
8372;0.976526
8373;1.01776
8374;0.988633
8375;0.95925
8376;0.985008
8377;0.946256
8378;0.816717
8379;0.840733
8380;0.813371
8381;0.756395
8382;0.756938
8383;0.800381
8384;0.789989
8385;0.801129
8386;0.789291
8387;0.819161
8388;0.861118
8389;0.916547
8390;0.894926
8391;1.063713
8392;1.158596
8393;1.222918
8394;1.26617
8395;1.224237
8396;1.356117
8397;1.417876
8398;1.868127
8399;2.233169
8400;2.447611
8401;2.57799
8402;2.595022
8403;6.977578
8404;7.048537
8405;7.300544
8406;7.537353
8407;7.945297
8408;7.962465
8409;7.580483
8410;7.597539
8411;7.749288
8412;7.276398
8413;7.433373
8414;7.531986
8415;7.719251
8416;7.962919
8417;7.682557
8418;7.160725
8419;6.759896
8420;6.525268
8421;5.954792
8422;5.282032
8423;4.580474
8424;3.722582
8425;3.769313
8426;3.819544
8427;3.77836
8428;3.669115
8429;3.657598
8430;3.547694
8431;3.186277
8432;2.924339
8433;2.545227
8434;2.19526
8435;2.105583
8436;2.297694
8437;2.336554
8438;2.432579
8439;2.626708
8440;2.781507
8441;2.827653
8442;2.962058
8443;3.004039
8444;3.216194
8445;3.78331
8446;4.407599
8447;5.114286
8448;6.31393
8449;7.549938
8450;8.710342
8451;9.050158
8452;9.749044
8453;9.922417
8454;9.57189
8455;8.987257
8456;8.388288
8457;7.681177
8458;7.070835
8459;6.717084
8460;6.592936
8461;6.305599
8462;6.360838
8463;6.860507
8464;7.309668
8465;7.446488
8466;7.641593
8467;7.865777
8468;7.817229
8469;6.522734
8470;6.688346
8471;7.577979
8472;7.096266
8473;6.502661
8474;5.890503
8475;6.002586
8476;6.285055
8477;6.549541
8478;6.829001
8479;6.945794
8480;6.848721
8481;6.770628
8482;6.977032
8483;7.322427
8484;7.725052
8485;8.006183
8486;9.372436
8487;10.174797
8488;12.157708
8489;13.009248
8490;9.711734
8491;1.102326
8492;4.043095
8493;13.618425
8494;11.816849
8495;9.31914
8496;5.790817
8497;4.01845
8498;3.001939
8499;2.31139
8500;0.923371
8501;0.698775
8502;0.376236
8503;0.230532
8504;0.326071
8505;1.046388
8506;0.642223
8507;0.75121
8508;0.792904
8509;0.865658
8510;0.902352
8511;0.988222
8512;0.881119
8513;0.950849
8514;0.961394
8515;0.950359
8516;0.993709
8517;1.005568
8518;1.021373
8519;0.984332
8520;0.889633
8521;0.890577
8522;0.922674
8523;0.860376
8524;0.811105
8525;0.855921
8526;0.839509
8527;0.836435
8528;0.835734
8529;0.850088
8530;0.820559
8531;0.842979
8532;0.963009
8533;0.972118
8534;1.073038
8535;1.16329
8536;1.144432
8537;1.28265
8538;1.294547
8539;1.305832
8540;1.411215
8541;1.599848
8542;1.750904
8543;2.372043
8544;2.333946
8545;2.410856
8546;7.205958
8547;7.500628
8548;7.271239
8549;7.846812
8550;7.883899
8551;7.905174
8552;7.964076
8553;8.163462
8554;8.295003
8555;8.103162
8556;8.545196
8557;9.422682
8558;8.856373
8559;9.230467
8560;9.239632
8561;8.181571
8562;8.346004
8563;7.737061
8564;7.252332
8565;6.332657
8566;5.575087
8567;5.001448
8568;4.760203
8569;4.70726
8570;4.547672
8571;4.606515
8572;4.627301
8573;4.251947
8574;3.913151
8575;3.536797
8576;3.064047
8577;2.571776
8578;2.366986
8579;2.490094
8580;2.543466
8581;2.610453
8582;2.668005
8583;2.691474
8584;2.786625
8585;2.896989
8586;2.985906
8587;3.260389
8588;3.734549
8589;4.691298
8590;5.66979
8591;6.488018
8592;7.582009
8593;9.015057
8594;9.629213
8595;10.115918
8596;10.051524
8597;9.452263
8598;8.995512
8599;8.251663
8600;7.857605
8601;7.044788
8602;6.761836
8603;6.641066
8604;6.777533
8605;6.717577
8606;7.036422
8607;6.89144
8608;7.135062
8609;7.212101
8610;7.202724
8611;7.129017
8612;6.997802
8613;7.0408
8614;6.666118
8615;6.13986
8616;5.872359
8617;5.336635
8618;5.315959
8619;5.849387
8620;5.974884
8621;6.492397
8622;6.80436
8623;6.963516
8624;7.090897
8625;8.030321
8626;8.779389
8627;9.507577
8628;10.758818
8629;12.523746
8630;14.839772
8631;18.674194
8632;22.227335
8633;18.693186
8634;0.695949
8635;0.634579
8636;5.761835
8637;11.512633
8638;8.695229
8639;6.189705
8640;4.299676
8641;2.889906
8642;1.766834
8643;0.497934
8644;0.416674
8645;0.258557
8646;0.050107
8647;0.219808
8648;0.548984
8649;0.293104
8650;1.08111
8651;1.397633
8652;1.406475
8653;1.332453
8654;0.889625
8655;0.784651
8656;0.792702
8657;0.857297
8658;0.867988
8659;0.993722
8660;0.967065
8661;0.911807
8662;0.986045
8663;0.952526
8664;0.988965
8665;1.123332
8666;1.03811
8667;0.982077
8668;0.959809
8669;0.916735
8670;0.926489
8671;0.886704
8672;0.835293
8673;0.848029
8674;0.907182
8675;0.942135
8676;0.862011
8677;0.910596
8678;0.843547
8679;0.910101
8680;0.968585
8681;0.971694
8682;1.027107
8683;1.148546
8684;1.165117
8685;1.21167
8686;1.341746
8687;1.243905
8688;1.392649
8689;1.531147
8690;1.650975
8691;2.16452
8692;2.093354
8693;2.158181
8694;2.284795
8695;2.584139
8696;7.735915
8697;7.798358
8698;8.180214
8699;8.558109
8700;7.796961
8701;8.253301
8702;8.39296
8703;9.546902
8704;9.844006
8705;10.942356
8706;10.729874
8707;10.820905
8708;10.880541
8709;9.685016
8710;9.125039
8711;8.913284
8712;9.028779
8713;8.062399
8714;7.579663
8715;6.918569
8716;6.499182
8717;6.156259
8718;5.958443
8719;6.090944
8720;5.441377
8721;5.249858
8722;4.982247
8723;4.272536
8724;3.837645
8725;3.258363
8726;2.945506
8727;2.878781
8728;2.785663
8729;2.721988
8730;2.78623
8731;2.880533
8732;2.998927
8733;3.136715
8734;3.290669
8735;3.68625
8736;4.090488
8737;5.013588
8738;5.914048
8739;7.235955
8740;8.148412
8741;9.329256
8742;10.344265
8743;10.897016
8744;10.731625
8745;10.055758
8746;9.353051
8747;8.17253
8748;7.70835
8749;7.192811
8750;6.835537
8751;6.442837
8752;6.403684
8753;6.614178
8754;6.803094
8755;6.733855
8756;6.62605
8757;6.824683
8758;6.712148
8759;6.561854
8760;6.186985
8761;5.939579
8762;5.69823
8763;5.592957
8764;5.425403
8765;5.276552
8766;5.373526
8767;5.794745
8768;5.807411
8769;6.273672
8770;7.024455
8771;7.561464
8772;7.935615
8773;8.937723
8774;10.523177
8775;12.125355
8776;13.959854
8777;16.266737
8778;20.114323
8779;25.937885
8780;25.066544
8781;10.838081
8782;19.631842
8783;0.732802
8784;3.594718
8785;11.196995
8786;7.639585
8787;5.103843
8788;3.175133
8789;1.836867
8790;0.582192
8791;0.329076
8792;0.222786
8793;0.046719
8794;0.329513
8795;1.1181
8796;1.210917
8797;1.757105
8798;2.498473
8799;2.696939
8800;2.23377
8801;0.978437
8802;0.825222
8803;0.809209
8804;0.869011
8805;0.944257
8806;1.007225
8807;1.048169
8808;1.020094
8809;0.955505
8810;0.929005
8811;0.943524
8812;1.006571
8813;1.020056
8814;0.927346
8815;0.990747
8816;0.976283
8817;1.045302
8818;0.945437
8819;0.884731
8820;0.868987
8821;0.981345
8822;0.928255
8823;0.830813
8824;0.918072
8825;0.920211
8826;0.958009
8827;0.969798
8828;1.013362
8829;1.083495
8830;1.132559
8831;1.20207
8832;1.210819
8833;1.278345
8834;1.242757
8835;1.397591
8836;1.461572
8837;1.570134
8838;1.79609
8839;1.754404
8840;1.698871
8841;2.097555
8842;2.224902
8843;2.190309
8844;8.073919
8845;8.361137
8846;8.672202
8847;8.599627
8848;8.784704
8849;8.968403
8850;9.182953
8851;10.540026
8852;12.586748
8853;12.161472
8854;12.051895
8855;12.743068
8856;11.666519
8857;11.524888
8858;11.076488
8859;11.088841
8860;10.254498
8861;9.770314
8862;9.247624
8863;9.11387
8864;8.30215
8865;7.330302
8866;7.200552
8867;7.007927
8868;6.771698
8869;6.106008
8870;5.541611
8871;4.807552
8872;4.116155
8873;3.763746
8874;3.474524
8875;3.417433
8876;3.321432
8877;3.236664
8878;3.202154
8879;3.235395
8880;3.468027
8881;3.702552
8882;4.027481
8883;4.489883
8884;5.428267
8885;6.142672
8886;7.362197
8887;8.729279
8888;10.19544
8889;11.397417
8890;11.948119
8891;11.59114
8892;10.698885
8893;9.411503
8894;8.562606
8895;7.82998
8896;7.489525
8897;6.910966
8898;6.104801
8899;6.200906
8900;6.212667
8901;6.195313
8902;6.023472
8903;6.106708
8904;6.111853
8905;6.05182
8906;5.938717
8907;5.920897
8908;5.467296
8909;5.214422
8910;4.787268
8911;4.730873
8912;4.635961
8913;4.902542
8914;5.237137
8915;5.474579
8916;6.266525
8917;7.088306
8918;6.623874
8919;4.179672
8920;13.086108
8921;15.639715
8922;17.675768
8923;19.744154
8924;23.346828
8925;28.353014
8926;31.408583
8927;29.203556
8928;24.48064
8929;0.71289
8930;0.590196
8931;4.112053
8932;6.884673
8933;4.183674
8934;2.031328
8935;0.329631
8936;0.059862
8937;0.058702
8938;0.036234
8939;0.070561
8940;0.599183
8941;1.579938
8942;4.129961
8943;4.977301
8944;4.012289
8945;2.455982
8946;1.32245
8947;0.606361
8948;2.177396
8949;0.752107
8950;0.798662
8951;0.894736
8952;0.96515
8953;0.995335
8954;0.97722
8955;0.938137
8956;0.960527
8957;1.004413
8958;0.973556
8959;1.009435
8960;0.958857
8961;0.982414
8962;1.010874
8963;1.040644
8964;0.981136
8965;0.84583
8966;0.905823
8967;0.982283
8968;1.015448
8969;0.967701
8970;0.978721
8971;1.010268
8972;0.999703
8973;1.047289
8974;1.183546
8975;1.15216
8976;1.079912
8977;1.240602
8978;1.262489
8979;1.238293
8980;1.204613
8981;1.286867
8982;1.378901
8983;1.549105
8984;1.557264
8985;1.522616
8986;1.62879
8987;1.788502
8988;1.858282
8989;2.000879
8990;2.115313
8991;8.909196
8992;8.595029
8993;8.91157
8994;8.961205
8995;10.18734
8996;10.45606
8997;10.748678
8998;12.404171
8999;13.428782
9000;13.163404
9001;14.018399
9002;13.558682
9003;13.513837
9004;13.979422
9005;13.662678
9006;12.560509
9007;11.884057
9008;11.921934
9009;11.550633
9010;10.519894
9011;9.896828
9012;9.52282
9013;8.801247
9014;8.23267
9015;7.488274
9016;6.853954
9017;5.788184
9018;5.125741
9019;4.487401
9020;4.454463
9021;3.73873
9022;3.689273
9023;3.56936
9024;3.648588
9025;3.541713
9026;3.587163
9027;3.886907
9028;4.397105
9029;5.062255
9030;5.794501
9031;6.611972
9032;8.013691
9033;9.285048
9034;10.896953
9035;12.414818
9036;12.823495
9037;12.175138
9038;10.682643
9039;9.41283
9040;8.344664
9041;7.690259
9042;7.003344
9043;6.494725
9044;5.89595
9045;5.727053
9046;5.937913
9047;5.592436
9048;5.607759
9049;5.632722
9050;5.697804
9051;5.747366
9052;5.617589
9053;5.362759
9054;5.202518
9055;4.729465
9056;4.400613
9057;4.235226
9058;3.95388
9059;4.224322
9060;4.62958
9061;5.246908
9062;6.270757
9063;7.341994
9064;8.661052
9065;6.827822
9066;6.932747
9067;19.536581
9068;20.487568
9069;22.781635
9070;26.248119
9071;24.288391
9072;12.428978
9073;21.573692
9074;0.638503
9075;0.536409
9076;0.432622
9077;5.651975
9078;3.13636
9079;1.488687
9080;0.421074
9081;1.657581
9082;5.532189
9083;7.443519
9084;6.62618
9085;4.475903
9086;2.864672
9087;1.83468
9088;1.306175
9089;0.761317
9090;0.770873
9091;0.822776
9092;0.8333
9093;0.875584
9094;0.939352
9095;0.941673
9096;0.894764
9097;0.927297
9098;0.953106
9099;1.01966
9100;1.038896
9101;0.933055
9102;0.954561
9103;0.923763
9104;1.108246
9105;0.944902
9106;0.94529
9107;0.945243
9108;0.985603
9109;1.058084
9110;1.128601
9111;1.025326
9112;1.06607
9113;1.039438
9114;1.188197
9115;1.147416
9116;1.118598
9117;1.129604
9118;1.18738
9119;1.225767
9120;1.168268
9121;1.20739
9122;1.296429
9123;1.285458
9124;1.435782
9125;1.41392
9126;1.452709
9127;1.5456
9128;1.630366
9129;1.633795
9130;1.59176
9131;1.739294
9132;1.767313
9133;9.172492
9134;9.780828
9135;9.671838
9136;10.952422
9137;11.487244
9138;11.752534
9139;12.613198
9140;14.146173
9141;14.330219
9142;15.376049
9143;16.002623
9144;15.60547
9145;15.322625
9146;15.568908
9147;14.312975
9148;14.017041
9149;14.231974
9150;13.413643
9151;12.9989
9152;12.522787
9153;12.19012
9154;11.255262
9155;10.657587
9156;9.588985
9157;8.506962
9158;7.250382
9159;6.415211
9160;5.547842
9161;5.009874
9162;4.391364
9163;4.265647
9164;4.145523
9165;4.342143
9166;4.081638
9167;4.181677
9168;4.523311
9169;4.938606
9170;5.411123
9171;6.17143
9172;7.085086
9173;7.851101
9174;9.250132
9175;10.9189
9176;12.303635
9177;12.760592
9178;11.676086
9179;10.158875
9180;9.006719
9181;7.501699
9182;6.826483
9183;6.22449
9184;5.85342
9185;5.317803
9186;4.880539
9187;5.086506
9188;4.942651
9189;5.302476
9190;5.304467
9191;5.460454
9192;5.311178
9193;4.935531
9194;4.619744
9195;4.315322
