fid;P50
16446;0.634192
16447;0.426325
16448;0.440959
16449;0.514592
16450;0.596353
16451;0.698737
16452;0.882531
16453;0.94168
16454;0.980726
16455;0.911388
16456;0.909389
16457;0.881144
16458;0.866679
16459;0.985954
16460;1.256319
16461;1.438794
16462;1.483591
16463;0.437392
16464;0.199626
16465;0.1851
16466;0.614875
16467;0.829657
16468;0.791257
16469;0.505209
16470;0.515533
16471;0.998019
16472;1.528716
16473;1.803773
16474;1.77531
16475;1.498111
16476;1.222293
16477;1.013014
16478;0.935516
16479;4.298576
16480;3.542785
16481;2.569015
16482;2.01858
16483;1.592252
16484;0.833685
16485;0.347731
16486;0.553136
16487;0.020463
16488;0.461443
16489;0.627518
16490;0.748287
16491;0.790533
16492;0.750582
16493;0.781746
16494;0.823298
16495;0.850914
16496;0.859595
16497;0.892129
16498;0.909102
16499;0.932362
16500;0.943725
16501;0.80101
16502;0.607572
16503;0.059575
16504;0.414945
16505;0.377546
16506;0.432058
16507;0.441769
16508;0.657956
16509;0.74221
16510;0.827558
16511;0.786935
16512;0.632689
16513;0.599034
16514;0.510854
16515;0.535538
16516;0.519034
16517;0.550082
16518;0.013152
16519;0.389913
16520;0.016281
16521;0.270887
16522;0.602239
16523;1.010348
16524;1.146586
16525;1.246289
16526;1.320181
16527;1.207025
16528;1.108003
16529;1.501176
16530;1.57171
16531;1.602761
16532;1.86191
16533;1.831258
16534;1.766762
16535;1.546853
16536;0.715537
16537;0.636014
16538;0.643974
16539;0.699791
16540;0.676993
16541;0.661017
16542;0.682169
16543;0.704412
16544;0.750004
16545;0.796136
16546;0.835967
16547;0.872149
16548;0.979807
16549;0.999366
16550;1.098648
16551;1.055145
16552;1.046584
16553;1.040323
16554;1.048106
16555;1.032049
16556;0.979431
16557;0.921044
16558;0.843552
16559;0.766651
16560;0.691229
16561;0.688932
16562;0.606062
16563;0.558047
16564;0.509151
16565;0.428578
16566;0.414697
16567;0.402775
16568;0.384049
16569;0.391406
16570;0.367942
16571;0.349076
16572;0.373924
16573;0.347267
16574;0.38402
16575;0.412378
16576;0.444481
16577;0.449327
16578;0.421966
16579;0.41881
16580;0.397116
16581;0.421855
16582;0.41808
16583;0.424425
16584;0.462651
16585;0.79919
16586;0.93698
16587;1.019898
16588;1.294885
16589;1.678221
16590;2.19371
16591;2.680858
16592;2.813676
16593;2.653504
16594;2.329815
16595;2.234384
16596;1.739806
16597;1.650903
16598;1.663715
16599;1.669604
16600;1.630946
16601;1.576183
16602;1.536931
16603;1.56362
16604;1.590671
16605;1.464117
16606;1.226657
16607;0.987796
16608;0.763092
16609;0.709359
16610;0.617466
16611;0.629296
16612;0.657351
16613;0.721302
16614;0.705128
16615;0.593831
16616;0.479166
16617;0.390269
16618;0.473801
16619;0.408683
16620;0.463479
16621;0.54691
16622;0.65044
16623;0.845721
16624;0.988267
16625;1.035589
16626;1.055429
16627;1.013174
16628;1.012289
16629;0.998513
16630;0.931044
16631;0.91342
16632;1.096331
16633;1.345986
16634;1.366194
16635;0.694598
16636;0.008518
16637;0.138199
16638;0.431155
16639;0.532298
16640;0.452123
16641;0.253395
16642;0.532278
16643;1.013018
16644;1.201962
16645;1.11078
16646;0.809751
16647;0.659369
16648;0.733458
16649;4.110914
16650;3.684101
16651;2.84207
16652;1.981091
16653;1.540894
16654;1.140109
16655;0.01846
16656;0.403557
16657;0.630345
16658;0.72019
16659;0.764109
16660;0.771154
16661;0.74933
16662;0.756613
16663;0.862561
16664;0.908612
16665;0.881514
16666;0.871403
16667;0.945018
16668;0.718379
16669;0.659664
16670;0.58663
16671;0.482277
16672;0.458982
16673;0.542257
16674;0.521083
16675;0.742524
16676;0.769707
16677;0.626264
16678;0.621347
16679;0.589542
16680;0.509943
16681;0.563265
16682;0.584833
16683;0.519801
16684;0.501977
16685;0.444831
16686;0.45425
16687;0.008301
16688;0.24308
16689;0.282177
16690;0.749275
16691;1.067233
16692;1.176663
16693;1.109577
16694;1.415854
16695;1.497612
16696;1.684264
16697;1.825716
16698;2.026917
16699;2.261373
16700;2.037384
16701;1.850595
16702;1.718061
16703;1.473673
16704;0.876712
16705;0.903058
16706;0.654364
16707;0.698504
16708;0.662774
16709;0.699032
16710;0.724088
16711;0.726178
16712;0.73189
16713;0.776375
16714;0.832539
16715;0.915213
16716;0.945611
16717;0.984343
16718;1.012374
16719;1.009989
16720;0.97515
16721;1.007847
16722;0.987125
16723;0.91139
16724;0.823488
16725;0.75687
16726;0.732605
16727;0.641197
16728;0.644944
16729;0.614252
16730;0.510408
16731;0.455843
16732;0.396825
16733;0.397937
16734;0.39702
16735;0.37253
16736;0.377127
16737;0.361216
16738;0.346803
16739;0.367101
16740;0.384202
16741;0.400285
16742;0.41183
16743;0.468696
16744;0.46503
16745;0.457231
16746;0.434912
16747;0.418309
16748;0.385962
16749;0.377996
16750;0.39956
16751;0.380655
16752;0.518132
16753;0.999997
16754;1.180775
16755;1.388116
16756;1.798118
16757;2.366818
16758;2.595525
16759;2.365824
16760;2.438369
16761;2.496407
16762;2.22166
16763;1.706776
16764;1.628311
16765;1.731916
16766;1.845346
16767;1.74644
16768;1.700602
16769;1.652731
16770;1.508111
16771;1.4498
16772;1.335758
16773;1.152128
16774;0.981686
16775;0.832293
16776;0.652253
16777;0.48055
16778;0.50413
16779;0.449805
16780;0.439892
16781;0.506531
16782;0.533649
16783;0.348289
16784;0.240004
16785;0.319507
16786;0.44541
16787;0.535066
16788;0.568177
16789;0.680837
16790;0.82141
16791;1.019429
16792;1.057105
16793;1.019222
16794;0.989081
16795;0.964928
16796;0.983568
16797;0.834058
16798;0.850701
16799;1.020234
16800;1.009883
16801;0.97856
16802;0.754597
16803;0.169761
16804;0.111464
16805;0.366005
16806;0.318471
16807;0.009954
16808;0.228655
16809;0.773373
16810;0.9701
16811;0.876174
16812;0.631402
16813;0.474688
16814;0.598813
16815;3.937818
16816;3.269563
16817;3.074704
16818;2.288053
16819;1.86146
16820;1.456519
16821;1.263762
16822;1.111876
16823;0.378389
16824;0.065874
16825;0.027823
16826;0.539586
16827;0.629221
16828;0.687176
16829;0.620597
16830;0.653785
16831;0.709649
16832;0.82344
16833;0.717918
16834;0.73533
16835;0.63817
16836;0.677652
16837;0.617588
16838;0.66699
16839;0.67985
16840;0.598243
16841;0.527107
16842;0.580623
16843;0.661092
16844;0.535031
16845;0.503161
16846;0.531589
16847;0.581979
16848;0.568941
16849;0.507772
16850;0.617619
16851;0.54222
16852;0.53636
16853;0.553303
16854;0.478334
16855;0.656222
16856;0.254378
16857;0.32964
16858;0.851557
16859;1.133119
16860;1.57484
16861;1.526089
16862;1.893152
16863;1.947235
16864;2.095192
16865;2.335959
16866;2.37823
16867;2.28384
16868;1.965774
16869;1.794411
16870;1.675662
16871;1.394931
16872;0.9348
16873;0.900649
16874;0.688738
16875;0.59944
16876;0.608178
16877;0.673337
16878;0.674812
16879;0.771488
16880;0.823075
16881;0.82072
16882;0.92254
16883;0.944251
16884;0.934618
16885;0.970325
16886;1.017383
16887;1.01324
16888;1.007381
16889;0.910678
16890;0.923579
16891;0.841763
16892;0.748288
16893;0.688633
16894;0.659774
16895;0.632099
16896;0.571937
16897;0.520981
16898;0.464792
16899;0.447439
16900;0.411792
16901;0.365371
16902;0.334193
16903;0.32276
16904;0.320239
16905;0.305123
16906;0.329737
16907;0.37994
16908;0.409521
16909;0.467617
16910;0.471856
16911;0.507212
16912;0.49775
16913;0.496022
16914;0.443807
16915;0.38726
16916;0.35999
16917;0.346309
16918;0.379808
16919;0.472031
16920;0.623684
16921;1.11102
16922;1.349437
16923;1.668074
16924;2.040279
16925;2.314152
16926;2.15204
16927;2.135576
16928;1.917162
16929;1.437082
16930;1.516317
16931;1.501029
16932;1.659275
16933;1.853412
16934;1.764504
16935;1.738605
16936;1.684584
16937;1.541481
16938;1.390015
16939;1.318508
16940;1.210049
16941;1.01384
16942;0.844451
16943;0.683551
16944;0.489665
16945;0.446127
16946;0.384442
16947;0.344666
16948;0.310952
16949;0.262294
16950;0.159203
16951;0.06704
16952;0.268555
16953;0.367469
16954;0.423498
16955;0.51417
16956;0.659715
16957;0.798299
16958;0.889001
16959;1.011222
16960;1.031052
16961;0.895436
16962;0.896561
16963;0.872227
16964;0.727045
16965;0.699834
16966;0.947415
16967;0.993556
16968;1.087067
16969;0.958557
16970;0.006867
16971;0.175556
16972;0.35602
16973;0.092486
16974;0.51652
16975;0.993413
16976;0.957345
16977;0.798275
16978;0.675085
16979;0.876392
16980;3.940923
16981;3.156671
16982;2.974053
16983;2.454098
16984;1.818047
16985;1.28666
16986;1.239145
16987;1.171661
16988;1.24889
16989;1.00357
16990;0.194062
16991;0.023607
16992;0.013765
16993;0.001577
16994;0.345464
16995;0.369767
16996;0.542003
16997;0.512072
16998;0.507522
16999;0.472982
17000;0.521613
17001;0.584726
17002;0.619394
17003;0.542012
17004;0.486645
17005;0.497008
17006;0.519364
17007;0.587264
17008;0.609633
17009;0.591606
17010;0.477089
17011;0.442247
17012;0.388215
17013;0.036126
17014;0.018171
17015;0.019288
17016;0.021318
17017;0.020736
17018;0.591637
17019;0.614406
17020;0.618219
17021;0.59851
17022;0.717691
17023;0.636229
17024;0.682223
17025;1.017648
17026;0.934231
17027;1.123377
17028;1.5087
17029;1.714128
17030;2.097975
17031;2.225182
17032;2.421718
17033;2.571524
17034;2.67139
17035;2.494804
17036;2.431012
17037;2.318683
17038;2.087199
17039;1.74565
17040;1.571362
17041;1.447256
17042;0.916
17043;0.926263
17044;0.663649
17045;0.660249
17046;0.701664
17047;0.709614
17048;0.755135
17049;0.82941
17050;0.896479
17051;0.890041
17052;0.94934
17053;1.014848
17054;0.956917
17055;0.992653
17056;0.978825
17057;0.90467
17058;0.867987
17059;0.891144
17060;0.75244
17061;0.778554
17062;0.671442
17063;0.644965
17064;0.587737
17065;0.550058
17066;0.482296
17067;0.406267
17068;0.447297
17069;0.407948
17070;0.358882
17071;0.321493
17072;0.278078
17073;0.269855
17074;0.309149
17075;0.320448
17076;0.358467
17077;0.385538
17078;0.457946
17079;0.546837
17080;0.541379
17081;0.518588
17082;0.478842
17083;0.499713
17084;0.453787
17085;0.371958
17086;0.336807
17087;0.395562
17088;0.47416
17089;0.622805
17090;1.052274
17091;1.198861
17092;1.510302
17093;1.782128
17094;1.970812
17095;1.916
17096;1.951209
17097;1.799893
17098;1.308052
17099;1.201862
17100;1.208483
17101;1.339867
17102;1.414002
17103;1.463892
17104;1.583315
17105;1.522111
17106;1.441602
17107;1.348812
17108;1.275101
17109;1.113184
17110;0.905473
17111;0.778127
17112;0.583234
17113;0.475686
17114;0.357821
17115;0.295578
17116;0.282259
17117;0.194916
17118;0.009162
17119;0.005531
17120;0.061757
17121;0.259687
17122;0.323846
17123;0.385948
17124;0.453864
17125;0.530013
17126;0.60537
17127;0.705093
17128;0.865616
17129;0.869447
17130;0.779339
17131;0.764704
17132;0.693763
17133;0.585028
17134;0.570338
17135;0.712479
17136;0.831384
17137;0.892829
17138;0.62875
17139;0.267208
17140;0.584641
17141;0.519846
17142;0.148537
17143;0.705694
17144;1.212324
17145;1.194666
17146;1.140117
17147;0.991382
17148;3.593132
17149;3.136098
17150;2.825829
17151;2.555702
17152;2.098999
17153;1.508271
17154;1.123462
17155;1.288645
17156;1.430032
17157;1.611461
17158;1.363528
17159;0.006865
17160;8.35E-4
17161;0.012222
17162;0.302468
17163;0.470656
17164;0.454236
17165;0.464104
17166;0.479605
17167;0.482581
17168;0.482875
17169;0.48447
17170;0.426124
17171;0.427126
17172;0.410709
17173;0.402933
17174;0.508961
17175;0.540375
17176;0.543125
17177;0.509487
17178;0.485146
17179;0.428578
17180;0.421699
17181;0.018353
17182;0.613554
17183;0.810553
17184;0.785395
17185;0.800915
17186;0.954917
17187;0.988114
17188;0.935798
17189;1.206531
17190;1.279633
17191;1.447726
17192;1.226579
17193;2.15647
17194;2.727033
17195;2.741955
17196;3.079002
17197;3.07235
17198;3.006788
17199;2.859322
17200;2.839313
17201;2.568924
17202;2.217801
17203;2.06781
17204;1.861856
17205;1.4038
17206;0.938457
17207;0.947176
17208;0.742793
17209;0.69208
17210;0.77584
17211;0.748911
17212;0.75912
17213;0.812553
17214;0.896574
17215;0.953302
17216;1.002919
17217;1.057371
17218;0.978654
17219;0.966758
17220;0.928497
17221;0.968486
17222;0.895023
17223;0.84483
17224;0.814529
17225;0.733426
17226;0.677201
17227;0.612144
17228;0.565067
17229;0.537953
17230;0.485358
17231;0.433887
17232;0.429557
17233;0.406497
17234;0.369941
17235;0.328754
17236;0.290994
17237;0.278906
17238;0.311466
17239;0.320177
17240;0.355037
17241;0.404823
17242;0.418856
17243;0.432678
17244;0.456357
17245;0.492957
17246;0.502398
17247;0.493174
17248;0.454942
17249;0.427069
17250;0.405429
17251;0.465556
17252;0.530327
17253;0.555196
17254;0.573813
17255;1.032427
17256;1.251198
17257;1.457193
17258;1.658776
17259;1.711685
17260;1.60251
17261;1.185461
17262;1.132347
17263;1.109532
17264;1.087102
17265;1.124459
17266;1.158432
17267;1.199943
17268;1.247025
17269;1.147111
17270;1.102858
17271;1.101486
17272;1.079026
17273;0.940132
17274;0.826465
17275;0.655399
17276;0.487188
17277;0.37664
17278;0.272193
17279;0.272846
17280;0.246896
17281;0.157637
17282;0.057272
17283;0.230055
17284;0.252588
17285;0.305937
17286;0.400164
17287;0.459958
17288;0.528756
17289;0.632907
17290;0.756563
17291;0.688595
17292;0.647367
17293;0.557594
17294;0.485761
17295;0.420796
17296;0.324282
17297;0.18871
17298;0.122905
17299;0.338971
17300;0.222821
17301;0.008998
17302;0.653006
17303;0.950199
17304;0.951131
17305;1.064603
17306;1.197569
17307;1.30625
17308;1.35604
17309;1.315879
17310;4.333061
17311;3.826441
17312;3.323072
17313;2.865966
17314;2.729481
17315;2.138273
17316;1.833122
17317;1.700951
17318;1.13559
17319;1.097641
17320;1.716776
17321;2.109146
17322;1.830968
17323;0.009536
17324;0.397497
17325;0.55829
17326;0.536677
17327;0.516193
17328;0.515958
17329;0.507885
17330;0.443145
17331;0.421005
17332;0.369363
17333;0.382016
17334;0.363682
17335;0.325748
17336;0.351163
17337;0.351464
17338;0.377274
17339;0.394276
17340;0.440053
17341;0.033718
17342;6.03E-4
17343;0.019503
17344;0.861126
17345;0.956122
17346;0.970035
17347;1.178755
17348;1.282303
17349;1.193577
17350;1.296298
17351;1.466533
17352;1.794694
17353;2.044413
17354;2.352509
17355;3.178655
17356;3.404397
17357;3.401416
17358;3.350004
17359;3.320003
17360;3.083905
17361;2.886812
17362;2.68393
17363;2.604478
17364;2.199893
17365;1.989074
17366;1.831621
17367;1.048504
17368;0.9239
17369;0.811341
17370;0.711836
17371;0.738176
17372;0.790727
17373;0.806659
17374;0.78925
17375;0.886139
17376;0.908818
17377;0.965005
17378;0.966865
17379;0.970157
17380;0.903438
17381;0.972866
17382;0.971152
17383;0.902048
17384;0.854121
17385;0.753662
17386;0.733864
17387;0.7332
17388;0.637103
17389;0.593438
17390;0.512839
17391;0.479657
17392;0.476506
17393;0.472542
17394;0.455503
17395;0.414005
17396;0.322721
17397;0.300372
17398;0.304434
17399;0.363155
17400;0.366194
17401;0.350787
17402;0.389213
17403;0.401673
17404;0.367921
17405;0.444123
17406;0.496257
17407;0.487925
17408;0.468973
17409;0.422724
17410;0.460154
17411;0.500494
17412;0.536392
17413;0.534879
17414;0.478653
17415;0.423641
17416;0.517024
17417;1.078566
17418;1.343903
17419;1.323542
17420;1.314067
17421;0.993326
17422;1.040311
17423;1.020884
17424;0.98768
17425;1.015575
17426;1.060504
17427;0.993097
17428;0.980402
17429;0.954195
17430;0.967958
17431;0.940366
17432;0.846671
17433;0.82268
17434;0.738079
17435;0.676276
17436;0.55294
17437;0.399491
17438;0.224084
17439;0.008551
17440;0.008642
17441;0.007803
17442;0.004968
17443;0.001814
17444;0.06199
17445;0.231713
17446;0.284281
17447;0.371059
17448;0.435239
17449;0.436571
17450;0.554507
17451;0.585724
17452;0.596898
17453;0.562889
17454;0.494094
17455;0.445016
17456;0.355096
17457;0.20032
17458;0.005415
17459;0.003116
17460;0.010151
17461;0.006635
17462;0.173478
17463;0.030632
17464;0.345546
17465;1.018231
17466;1.102277
17467;1.210224
17468;1.307215
17469;1.435203
17470;4.405004
17471;3.7981
17472;3.416371
17473;2.999164
17474;2.763829
17475;2.442677
17476;2.226993
17477;2.025233
17478;1.655149
17479;1.225756
17480;1.356465
17481;2.293641
17482;2.886034
17483;2.423317
17484;0.3901
17485;0.550196
17486;0.556375
17487;0.559998
17488;0.516985
17489;0.47248
17490;0.441501
17491;0.404546
17492;0.382071
17493;0.368878
17494;0.336505
17495;0.321426
17496;0.377605
17497;0.400336
17498;0.351035
17499;0.409584
17500;0.447358
17501;0.49133
17502;0.52249
17503;0.59942
17504;0.022851
17505;0.690262
17506;0.881585
17507;0.900283
17508;0.943032
17509;1.003036
17510;1.310504
17511;1.360239
17512;1.526397
17513;1.696018
17514;1.887998
17515;2.03787
17516;2.509385
17517;2.792081
17518;3.023989
17519;3.467318
17520;3.540685
17521;3.642927
17522;3.721006
17523;3.524644
17524;3.117769
17525;2.899758
17526;2.594367
17527;2.317834
17528;2.090932
17529;1.949355
17530;1.794682
17531;1.218633
17532;0.944534
17533;0.697576
17534;0.779094
17535;0.803917
17536;0.848143
17537;0.827686
17538;0.863093
17539;0.916027
17540;0.868012
17541;0.960012
17542;0.96902
17543;0.960858
17544;0.968185
17545;0.91341
17546;0.901162
17547;0.852133
17548;0.791166
17549;0.756552
17550;0.743448
17551;0.668649
17552;0.634601
17553;0.573131
17554;0.563416
17555;0.50238
17556;0.493411
17557;0.491077
17558;0.422596
17559;0.374656
17560;0.3251
17561;0.366718
17562;0.401585
17563;0.390109
17564;0.397992
17565;0.388642
17566;0.390304
17567;0.403884
17568;0.464712
17569;0.533265
17570;0.555688
17571;0.491945
17572;0.493348
17573;0.531559
17574;0.554285
17575;0.585214
17576;0.535087
17577;0.456559
17578;0.417461
17579;0.400335
17580;0.550858
17581;1.095571
17582;1.134807
17583;0.793091
17584;0.820391
17585;0.870345
17586;0.89213
17587;0.928329
17588;0.92912
17589;0.898341
17590;0.876471
17591;0.819111
17592;0.72342
17593;0.698624
17594;0.62054
17595;0.610323
17596;0.596509
17597;0.552693
17598;0.487845
17599;0.412655
17600;0.285563
17601;0.162284
17602;0.052227
17603;0.225336
17604;0.292419
17605;0.32809
17606;0.402435
17607;0.418589
17608;0.412727
17609;0.421834
17610;0.449328
17611;0.468086
17612;0.393316
17613;0.345232
17614;0.198053
17615;0.005773
17616;0.002177
17617;0.004632
17618;0.139351
17619;0.648683
17620;1.093277
17621;1.125966
17622;1.247711
17623;0.871958
17624;5.256595
17625;5.056506
17626;3.954353
17627;3.438863
17628;3.22065
17629;3.045676
17630;2.625862
17631;2.599705
17632;2.344986
17633;2.446438
17634;2.059029
17635;1.504412
17636;1.267641
17637;2.464814
17638;2.974568
17639;2.629894
17640;0.010544
17641;0.014867
17642;0.015058
17643;0.555063
17644;0.544989
17645;0.469001
17646;0.418892
17647;0.388552
17648;0.34503
17649;0.322536
17650;0.336495
17651;0.355098
17652;0.393492
17653;0.410157
17654;0.431108
17655;0.434814
17656;0.49107
17657;0.587838
17658;0.670176
17659;0.644899
17660;0.728571
17661;0.841427
17662;1.031608
17663;1.126706
17664;1.302849
17665;1.294742
17666;1.350719
17667;1.655296
17668;1.754546
17669;2.034009
17670;1.845972
17671;2.325662
17672;2.421509
17673;2.787919
17674;3.202324
17675;3.712617
17676;3.625253
17677;4.11342
17678;3.978757
17679;3.406728
17680;3.166103
17681;2.965164
17682;2.649227
17683;2.411859
17684;2.209464
17685;2.022227
17686;1.810645
17687;1.283873
17688;0.956244
17689;1.1086
17690;0.943684
17691;0.850672
17692;0.905592
17693;0.819814
17694;0.840091
17695;0.879019
17696;0.827379
17697;0.866459
17698;0.874861
17699;0.903257
17700;0.970695
17701;0.897079
17702;0.927838
17703;0.856874
17704;0.811332
17705;0.786136
17706;0.749665
17707;0.746587
17708;0.676547
17709;0.603574
17710;0.58577
17711;0.530172
17712;0.534418
17713;0.514295
17714;0.472691
17715;0.392438
17716;0.375802
17717;0.392591
17718;0.383262
17719;0.423901
17720;0.421341
17721;0.420652
17722;0.451174
17723;0.480557
17724;0.539906
17725;0.568575
17726;0.576969
17727;0.520671
17728;0.563331
17729;0.564336
17730;0.562548
17731;0.534155
17732;0.514686
17733;0.522722
17734;0.693882
17735;0.649326
17736;0.432548
17737;0.54812
17738;0.912048
17739;0.631378
17740;0.742973
17741;0.834229
17742;0.862458
17743;0.801427
17744;0.790727
17745;0.754772
17746;0.669148
17747;0.601668
17748;0.531789
17749;0.420617
17750;0.387394
17751;0.45
17752;0.422059
17753;0.375147
17754;0.335463
17755;0.27888
17756;0.168251
17757;0.004341
17758;0.001409
17759;0.060065
17760;0.238952
17761;0.312015
17762;0.3223
17763;0.281594
17764;0.242897
17765;0.23393
17766;0.25274
17767;0.285147
17768;0.273261
17769;0.267712
17770;0.154127
17771;0.068269
17772;0.485415
17773;1.050418
17774;1.042848
17775;0.902985
17776;0.450094
17777;5.559008
17778;4.80786
17779;4.179926
17780;3.456379
17781;2.995858
17782;2.782649
17783;2.790194
17784;2.822031
17785;3.059741
17786;3.312335
17787;3.060051
17788;2.163463
17789;1.249437
17790;1.229493
17791;2.114978
17792;2.757725
17793;2.173715
17794;0.525981
17795;0.488681
17796;0.439835
17797;0.39427
17798;0.353154
17799;0.357511
17800;0.319124
17801;0.319153
17802;0.345938
17803;0.388603
17804;0.449288
17805;0.485283
17806;0.460883
17807;0.582618
17808;0.612209
17809;0.604289
17810;0.722612
17811;0.729865
17812;0.045851
17813;1.006922
17814;1.150678
17815;1.385013
17816;1.585499
17817;1.67573
17818;2.066778
17819;2.001043
17820;2.146048
17821;2.400748
17822;2.432352
17823;2.627619
17824;2.916604
17825;3.481729
17826;3.768537
17827;4.45032
17828;4.393252
17829;3.686178
17830;3.467035
17831;3.132952
17832;2.939173
17833;2.834796
17834;2.602224
17835;2.257792
17836;2.056318
17837;1.850278
17838;1.196147
17839;1.02648
17840;1.067941
17841;1.196358
17842;1.272111
17843;1.031098
17844;0.902447
17845;0.854197
17846;0.890645
17847;0.887258
17848;0.842721
17849;0.877953
17850;0.827433
17851;0.978719
17852;0.904962
17853;0.890878
17854;0.929536
17855;0.860045
17856;0.846039
17857;0.803643
17858;0.740576
17859;0.656673
17860;0.620721
17861;0.581162
17862;0.560581
17863;0.502422
17864;0.531806
17865;0.495996
17866;0.460007
17867;0.425596
17868;0.403003
17869;0.416984
17870;0.436612
17871;0.435198
17872;0.454258
17873;0.502096
17874;0.548563
17875;0.593113
17876;0.615339
17877;0.610504
17878;0.599983
17879;0.612196
17880;0.645581
17881;0.617849
17882;0.52712
17883;0.499399
17884;0.479265
17885;0.454706
17886;0.449807
17887;0.488664
17888;0.650496
17889;0.437667
17890;0.512204
17891;0.625611
17892;0.726015
17893;0.740442
17894;0.752124
17895;0.767108
17896;0.714936
17897;0.625934
17898;0.454707
17899;0.42592
17900;0.310114
17901;0.270733
17902;0.296421
17903;0.311465
17904;0.285854
17905;0.263757
17906;0.175968
17907;0.004076
17908;0.00137
17909;0.063365
17910;0.245115
17911;0.283785
17912;0.259494
17913;0.279377
17914;0.246763
17915;0.22555
17916;0.158321
17917;0.063637
17918;0.21035
17919;0.155286
17920;0.797396
17921;0.852928
17922;0.621135
17923;0.010835
17924;6.139793
17925;5.517309
17926;4.706344
17927;4.062871
17928;3.268708
17929;3.515601
17930;3.256326
17931;3.098324
17932;3.008149
17933;3.420218
17934;3.760981
17935;4.071026
17936;4.449992
17937;3.628543
17938;1.875253
17939;1.411597
17940;2.058663
17941;1.753388
17942;0.4173
17943;0.480753
17944;0.503821
17945;0.4114
17946;0.389509
17947;0.322269
17948;0.320966
17949;0.323993
17950;0.350662
17951;0.373806
17952;0.488191
17953;0.509991
17954;0.553848
17955;0.595771
17956;0.57823
17957;0.649675
17958;0.684065
17959;0.821811
17960;0.92576
17961;1.217073
17962;1.428845
17963;1.428666
17964;1.63641
17965;1.849329
17966;2.395221
17967;2.366091
17968;2.449471
17969;2.684458
17970;2.844772
17971;2.737943
17972;3.094467
17973;3.629204
17974;4.052742
17975;4.61803
17976;4.712922
17977;3.536117
17978;3.443853
17979;3.283816
17980;3.003741
17981;2.667086
17982;2.544274
17983;2.265874
17984;2.083414
17985;1.714053
17986;1.506723
17987;1.175858
17988;1.189088
17989;1.308495
17990;1.23566
17991;1.248023
17992;1.252977
17993;1.168732
17994;1.020757
17995;1.019564
17996;0.932623
17997;0.923627
17998;0.888308
17999;0.817404
18000;0.830099
18001;0.828071
18002;0.797769
18003;0.803024
18004;0.750119
18005;0.716225
18006;0.750059
18007;0.674069
18008;0.613315
18009;0.606812
18010;0.583637
18011;0.51142
18012;0.489723
18013;0.507016
18014;0.500923
18015;0.449825
18016;0.456153
18017;0.463654
18018;0.470344
18019;0.539809
18020;0.560855
18021;0.562557
18022;0.608249
18023;0.612858
18024;0.648839
18025;0.623817
18026;0.602302
18027;0.66072
18028;0.663838
18029;0.633567
18030;0.595183
18031;0.537162
18032;0.495056
18033;0.476009
18034;0.431681
18035;0.426373
18036;0.392866
18037;0.287636
18038;0.402917
18039;0.475397
18040;0.556635
18041;0.618598
18042;0.645616
18043;0.662695
18044;0.596422
18045;0.485558
18046;0.419649
18047;0.329449
18048;0.273078
18049;0.225444
18050;0.222924
18051;0.220657
18052;0.162384
18053;0.005846
18054;0.003869
18055;0.053776
18056;0.152158
18057;0.063651
18058;0.230287
18059;0.268715
18060;0.272808
18061;0.161537
18062;0.003463
18063;0.001303
18064;0.004661
18065;0.003465
18066;0.066857
18067;0.225797
18068;0.247164
18069;0.241383
18070;0.159912
18071;0.064973
18072;0.678763
18073;0.411574
18074;0.013703
18075;6.080715
18076;5.319405
18077;4.583918
18078;3.781839
18079;3.620247
18080;3.567208
18081;3.296541
18082;3.472658
18083;3.525205
18084;4.366585
18085;5.361304
18086;5.709854
18087;5.859049
18088;6.65578
18089;5.839995
18090;4.25048
18091;1.714838
18092;0.497973
18093;0.402806
18094;0.008299
18095;0.009614
18096;0.010108
18097;0.374505
18098;0.363061
18099;0.347647
18100;0.38446
18101;0.410408
18102;0.397161
18103;0.403387
18104;0.530975
18105;0.573918
18106;0.600252
18107;0.721905
18108;0.634666
18109;0.63547
18110;0.670015
18111;0.854086
18112;0.690916
18113;1.008369
18114;1.311027
18115;1.47959
18116;1.635638
18117;1.614846
18118;2.32909
18119;2.469758
18120;2.524772
18121;2.76086
18122;3.31595
18123;3.246818
18124;3.215523
18125;3.477729
18126;3.631437
18127;4.309284
18128;4.17816
18129;3.844126
18130;3.612376
18131;3.260293
18132;3.05093
18133;2.751155
18134;2.416678
18135;2.336277
18136;2.036873
18137;1.80964
18138;1.469817
18139;1.080845
18140;1.25438
18141;1.255995
18142;1.303504
18143;1.283885
18144;1.350403
18145;1.386433
18146;1.392099
18147;1.18848
18148;1.012067
18149;0.937838
18150;0.880514
18151;0.808413
18152;0.776189
18153;0.773624
18154;0.769904
18155;0.796718
18156;0.767885
18157;0.765974
18158;0.717047
18159;0.662058
18160;0.635619
18161;0.622606
18162;0.590162
18163;0.531861
18164;0.503756
18165;0.508904
18166;0.502142
18167;0.491931
18168;0.457413
18169;0.463307
18170;0.525875
18171;0.554918
18172;0.62021
18173;0.628342
18174;0.667705
18175;0.669553
18176;0.642944
18177;0.702854
18178;0.698821
18179;0.730464
18180;0.69937
18181;0.738121
18182;0.695517
18183;0.588315
18184;0.490826
18185;0.435939
18186;0.417618
18187;0.394632
18188;0.371963
18189;0.240153
18190;0.30845
18191;0.397128
18192;0.475106
18193;0.525041
18194;0.546224
