fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
1066;Flevoland;Almere;GM0034;Flevoland;ES06;Deen Winkels BV;Supermarkt;;0.0;;Optie B;LT;145678;488157;POINT(145678 488157);0.0;0.7;0.3;30
1067;Flevoland;Almere;GM0034;Flevoland;ES06;Vrieshuis Almere BV;KoelVries;;2.0;;Optie B;LT;145724;490588;POINT(145724 490588);2.0;0.7;0.3;30
1068;Flevoland;Almere;GM0034;Flevoland;ES06;Sonac Almere BV;Voedingsmiddelen_dranken_tabak;38;0.41;;Optie B;LT;146060;491673;POINT(146060 491673);0.41;0.7;0.3;38
1069;Flevoland;Almere;GM0034;Flevoland;ES06;Onbekend slachthuis 27;Slachthuis;;3.0;;Optie B;LT;146060;491675;POINT(146060 491675);3.0;0.7;0.3;30
1070;Flevoland;Almere;GM0034;Flevoland;ES06;Deen Winkels BV;Supermarkt;;0.0;;Optie B;LT;146090;486443;POINT(146090 486443);0.0;0.7;0.3;30
1071;Flevoland;Almere;GM0034;Flevoland;ES06;Turksegids BV;Dienstverlening_Informatie;38;0.5;;Optie B;LT;146345;490904;POINT(146345 490904);0.5;0.7;0.3;38
1072;Flevoland;Almere;GM0034;Flevoland;ES06;Softlayer Technologies Netherlands BV;Dienstverlening_Informatie;38;0.0;;Optie B;LT;146907;486286;POINT(146907 486286);5.0;0.7;0.3;38
1073;Flevoland;Almere;GM0034;Flevoland;ES06;Keppel Data Centres Holding   Almere Data Centre 2;Datacenter;;13.0;;Optie B;LT;146907;486291;POINT(146907 486291);13.0;0.7;0.3;30
1074;Flevoland;Almere;GM0034;Flevoland;ES06;NLDC Sallandsekant;Datacenter;;20.0;;Optie B;LT;146907;486291;POINT(146907 486291);20.0;0.7;0.3;30
1075;Flevoland;Almere;GM0034;Flevoland;ES06;HEMA Bakkerijen BV;Voedingsmiddelen_dranken_tabak;38;0.12;;Optie B;LT;146936;490837;POINT(146936 490837);0.12;0.7;0.3;38
1076;Flevoland;Almere;GM0034;Flevoland;ES06;Direct Marketing Interface BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;147036;490758;POINT(147036 490758);5.0;0.7;0.3;50
1077;Flevoland;Almere;GM0034;Flevoland;ES06;Jumbo Supermarkten BV;Supermarkt;38;0.33;;Optie B;LT;147354;489745;POINT(147354 489745);0.33;0.7;0.3;38
1078;Flevoland;Almere;GM0034;Flevoland;ES06;LIDL Nederland GmbH;Supermarkt;;0.05;;Optie B;LT;147725;489645;POINT(147725 489645);0.05;0.7;0.3;30
1079;Flevoland;Almere;GM0034;Flevoland;ES06;Plus De Greef BV;Supermarkt;;0.0;;Optie B;LT;148184;490657;POINT(148184 490657);0.0;0.7;0.3;30
1080;Flevoland;Almere;GM0034;Flevoland;ES06;Plus De Greef VOF;Supermarkt;;0.0;;Optie B;LT;148184;490657;POINT(148184 490657);0.0;0.7;0.3;30
1081;Flevoland;Almere;GM0034;Flevoland;ES06;Deen Winkels BV;Supermarkt;;0.0;;Optie B;LT;148638;489744;POINT(148638 489744);0.0;0.7;0.3;30
1082;Flevoland;Almere;GM0034;Flevoland;ES06;Domizzaa BV;Voedingsmiddelen_dranken_tabak;38;0.1;;Optie B;LT;148680;490155;POINT(148680 490155);0.1;0.7;0.3;38
1083;Flevoland;Almere;GM0034;Flevoland;ES06;Boni Markten BV;Supermarkt;38;0.17;;Optie B;LT;150510;490298;POINT(150510 490298);0.17;0.7;0.3;38
1084;Flevoland;Almere;GM0034;Flevoland;ES06;Mihos BV;Datacenter;;13.0;;Optie B;LT;150539;491073;POINT(150539 491073);13.0;0.7;0.3;30
1085;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Vandemoortele Nederland BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;163325;485608;POINT(163325 485608);24.0;0.7;0.3;38
1086;Flevoland;Zeewolde;GM0050;Flevoland;ES06;W_Gemaal_772;GemaalWarmte;;0.0;;Optie B;LT;163352;478300;POINT(163352 478300);0.0;0.7;0.3;30
1087;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Veco Zuivel BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;163739;486287;POINT(163739 486287);24.0;0.7;0.3;38
1088;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Coop Verduijn Zeewolde BV;Supermarkt;38;0.17;;Optie B;LT;163905;483283;POINT(163905 483283);0.17;0.7;0.3;38
1089;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Wolter Koops Int  Transport B V;KoelVries;;2.0;;Optie B;LT;164029;486156;POINT(164029 486156);2.0;0.7;0.3;30
1090;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Qassa The Netherlands BV;Dienstverlening_Informatie;38;0.0;;Optie B;LT;164175;483517;POINT(164175 483517);5.0;0.7;0.3;38
1091;Flevoland;Zeewolde;GM0050;Flevoland;ES06;LIDL Nederland GmbH;Supermarkt;38;0.08;;Optie B;LT;165435;482596;POINT(165435 482596);0.08;0.7;0.3;38
1092;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Deen Plus BV;Supermarkt;38;0.17;;Optie B;LT;165498;482674;POINT(165498 482674);0.17;0.7;0.3;38
1093;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Albert Heijn BV;Supermarkt;38;0.17;;Optie B;LT;165529;482485;POINT(165529 482485);0.17;0.7;0.3;38
1094;Flevoland;Zeewolde;GM0050;Flevoland;ES06;Bakkerij P  van Bentum VOF;Bakkerij;38;0.03;;Optie B;LT;165554;482686;POINT(165554 482686);0.03;0.7;0.3;38
1095;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Parc BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;170841;528042;POINT(170841 528042);24.0;0.7;0.3;30
1096;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Veco Groente en Fruit BV;Voedingsmiddelen_dranken_tabak;38;0.1;;Optie B;LT;173222;531244;POINT(173222 531244);0.1;0.7;0.3;38
1097;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_527;GemaalWarmte;;0.0;;Optie B;LT;173252;525400;POINT(173252 525400);0.0;0.7;0.3;30
1098;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_552;GemaalWarmte;;0.0;;Optie B;LT;173752;520400;POINT(173752 520400);0.0;0.7;0.3;30
1099;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_556;GemaalWarmte;;0.0;;Optie B;LT;174852;520100;POINT(174852 520100);0.0;0.7;0.3;30
1100;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;De Groene Koel  Vrieshuis BV;KoelVries;38;0.87;;Optie B;LT;175916;536062;POINT(175916 536062);0.87;0.7;0.3;38
1101;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_470;GemaalWarmte;;0.0;;Optie B;LT;176952;539000;POINT(176952 539000);0.0;0.7;0.3;30
1102;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Coop Compact De Wit;Supermarkt;38;0.03;;Optie B;LT;177736;517465;POINT(177736 517465);0.03;0.7;0.3;38
1103;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;ah 8695 8603 Emmeloord BV;Supermarkt;38;0.03;;Optie B;LT;178176;525935;POINT(178176 525935);0.03;0.7;0.3;38
1104;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;BV Supermarkt Greidanus;Supermarkt;38;0.17;;Optie B;LT;178590;524368;POINT(178590 524368);0.17;0.7;0.3;38
1105;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Bakkersland Emmeloord BV;Bakkerij;38;0.29;;Optie B;LT;179420;524550;POINT(179420 524550);0.29;0.7;0.3;38
1106;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Zos BV;KoelVries;;2.0;;Optie B;LT;179600;523330;POINT(179600 523330);2.0;0.7;0.3;30
1107;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Poiesz Supermarkten BV;Supermarkt;38;0.08;;Optie B;LT;179851;525008;POINT(179851 525008);0.08;0.7;0.3;38
1108;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;LIDL Nederland GmbH;Supermarkt;;0.24;;Optie B;LT;179919;524519;POINT(179919 524519);0.24;0.7;0.3;30
1109;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Aldi;Supermarkt;38;0.03;;Optie B;LT;180002;524531;POINT(180002 524531);0.03;0.7;0.3;38
1110;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Jumbo Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;180062;524998;POINT(180062 524998);0.11;0.7;0.3;30
1111;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Poiesz Supermarkten BV;Supermarkt;38;0.08;;Optie B;LT;180418;524121;POINT(180418 524121);0.08;0.7;0.3;38
1112;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Supermarkt Hoefnagel;Supermarkt;;0.11;;Optie B;LT;184788;516646;POINT(184788 516646);0.11;0.7;0.3;30
1113;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Kooistra Supermarkten BV;Supermarkt;38;0.17;;Optie B;LT;187107;524684;POINT(187107 524684);0.17;0.7;0.3;38
1114;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;Koel en Vriesbedrijf Kalter Marknesse BV;KoelVries;;2.0;;Optie B;LT;187472;524660;POINT(187472 524660);2.0;0.7;0.3;30
1115;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_528;GemaalWarmte;;0.0;;Optie B;LT;187752;525000;POINT(187752 525000);0.0;0.7;0.3;30
1116;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;V S  Apple Industries Marknesse BV;Voedingsmiddelen_dranken_tabak;38;0.04;;Optie B;LT;189888;524580;POINT(189888 524580);0.04;0.7;0.3;38
1117;Flevoland;Noordoostpolder;GM0171;Flevoland;ES06;W_Gemaal_553;GemaalWarmte;;0.0;;Optie B;LT;191752;520300;POINT(191752 520300);0.0;0.7;0.3;30
1118;Flevoland;Urk;GM0184;Flevoland;ES06;Jumbo Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;169105;519825;POINT(169105 519825);0.24;0.7;0.3;30
1119;Flevoland;Urk;GM0184;Flevoland;ES06;Boni Markten BV;Supermarkt;38;0.0;;Optie B;LT;169410;519325;POINT(169410 519325);0.0;0.7;0.3;38
1120;Flevoland;Urk;GM0184;Flevoland;ES06;W_Gemaal_560;GemaalWarmte;;3.0;;Optie B;LT;169652;518900;POINT(169652 518900);3.0;0.7;0.3;30
1121;Flevoland;Urk;GM0184;Flevoland;ES06;Hoogland Vis BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;169756;519059;POINT(169756 519059);24.0;0.7;0.3;38
1122;Flevoland;Urk;GM0184;Flevoland;ES06;Visverwerkingsbedrijf gebr  Kramer BV;Voedingsmiddelen_dranken_tabak;20;0.89;;Optie B;LT;169756;519059;POINT(169756 519059);0.89;0.7;0.3;20
1123;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 626;Slachthuis;;3.0;;Optie B;LT;169757;519057;POINT(169757 519057);3.0;0.7;0.3;30
1124;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 628;Slachthuis;;3.0;;Optie B;LT;169789;518848;POINT(169789 518848);3.0;0.7;0.3;30
1125;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 619;Slachthuis;;3.0;;Optie B;LT;169893;518775;POINT(169893 518775);3.0;0.7;0.3;30
1126;Flevoland;Urk;GM0184;Flevoland;ES06;Korf Vis BV;Voedingsmiddelen_dranken_tabak;20;0.05;;Optie B;LT;169946;518759;POINT(169946 518759);0.05;0.7;0.3;20
1127;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 613;Slachthuis;;3.0;;Optie B;LT;169946;518764;POINT(169946 518764);3.0;0.7;0.3;30
1128;Flevoland;Urk;GM0184;Flevoland;ES06;Northseafood Holland BV;Voedingsmiddelen_dranken_tabak;20;2.46;;Optie B;LT;170007;518848;POINT(170007 518848);2.46;0.7;0.3;20
1129;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 631;Slachthuis;;3.0;;Optie B;LT;170007;518853;POINT(170007 518853);3.0;0.7;0.3;30
1130;Flevoland;Urk;GM0184;Flevoland;ES06;Sea Fresh;Voedingsmiddelen_dranken_tabak;20;0.21;;Optie B;LT;170008;518802;POINT(170008 518802);0.21;0.7;0.3;20
1131;Flevoland;Urk;GM0184;Flevoland;ES06;Kramer Fish B V  Kramare B V;Voedingsmiddelen_dranken_tabak;20;0.44;;Optie B;LT;170072;518677;POINT(170072 518677);0.44;0.7;0.3;20
1132;Flevoland;Urk;GM0184;Flevoland;ES06;Starfish Processing BV;Voedingsmiddelen_dranken_tabak;20;0.28;;Optie B;LT;170100;518748;POINT(170100 518748);0.28;0.7;0.3;20
1133;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 609;Slachthuis;;3.0;;Optie B;LT;170101;518751;POINT(170101 518751);3.0;0.7;0.3;30
1134;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 630;Slachthuis;;3.0;;Optie B;LT;170101;518751;POINT(170101 518751);3.0;0.7;0.3;30
1135;Flevoland;Urk;GM0184;Flevoland;ES06;Baarssen Fish Processing BV;Voedingsmiddelen_dranken_tabak;20;0.39;;Optie B;LT;170142;518826;POINT(170142 518826);0.39;0.7;0.3;20
1136;Flevoland;Urk;GM0184;Flevoland;ES06;Urk Export B V;Voedingsmiddelen_dranken_tabak;20;0.14;;Optie B;LT;170184;518520;POINT(170184 518520);0.14;0.7;0.3;20
1137;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 624;Slachthuis;;3.0;;Optie B;LT;170211;518788;POINT(170211 518788);3.0;0.7;0.3;30
1138;Flevoland;Urk;GM0184;Flevoland;ES06;Noordzee International B V;Voedingsmiddelen_dranken_tabak;20;0.95;;Optie B;LT;170274;518562;POINT(170274 518562);0.95;0.7;0.3;20
1139;Flevoland;Urk;GM0184;Flevoland;ES06;Rodi BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;170308;518749;POINT(170308 518749);24.0;0.7;0.3;38
1140;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 634;Slachthuis;;3.0;;Optie B;LT;170309;518746;POINT(170309 518746);3.0;0.7;0.3;30
1141;Flevoland;Urk;GM0184;Flevoland;ES06;Southeast Frozen BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;170311;518560;POINT(170311 518560);24.0;0.7;0.3;38
1142;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 612;Slachthuis;;3.0;;Optie B;LT;170312;518564;POINT(170312 518564);3.0;0.7;0.3;30
1143;Flevoland;Urk;GM0184;Flevoland;ES06;Diepvries Urk BV;Voedingsmiddelen_dranken_tabak;20;0.45;;Optie B;LT;170322;518660;POINT(170322 518660);0.45;0.7;0.3;20
1144;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 623;Slachthuis;;3.0;;Optie B;LT;170323;518657;POINT(170323 518657);3.0;0.7;0.3;30
1145;Flevoland;Urk;GM0184;Flevoland;ES06;Van der Lee Seafish BV;Voedingsmiddelen_dranken_tabak;20;0.34;;Optie B;LT;170347;518504;POINT(170347 518504);0.34;0.7;0.3;20
1146;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 620;Slachthuis;;3.0;;Optie B;LT;170348;518505;POINT(170348 518505);3.0;0.7;0.3;30
1147;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 608;Slachthuis;;3.0;;Optie B;LT;170423;518426;POINT(170423 518426);3.0;0.7;0.3;30
1148;Flevoland;Urk;GM0184;Flevoland;ES06;Kennemer Visgroep;Voedingsmiddelen_dranken_tabak;20;0.07;;Optie B;LT;170460;518816;POINT(170460 518816);0.07;0.7;0.3;20
1149;Flevoland;Urk;GM0184;Flevoland;ES06;Quick Frozen B V;KoelVries;20;0.38;;Optie B;LT;170479;518516;POINT(170479 518516);0.38;0.7;0.3;20
1150;Flevoland;Urk;GM0184;Flevoland;ES06;Dayseaday B V;Voedingsmiddelen_dranken_tabak;20;0.1;;Optie B;LT;170527;518402;POINT(170527 518402);0.1;0.7;0.3;20
1151;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 614;Slachthuis;;3.0;;Optie B;LT;170528;518400;POINT(170528 518400);3.0;0.7;0.3;30
1152;Flevoland;Urk;GM0184;Flevoland;ES06;Coldstore Urk BV;KoelVries;38;0.0;;Optie B;LT;170584;518561;POINT(170584 518561);2.0;0.7;0.3;38
1153;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 611;Slachthuis;;3.0;;Optie B;LT;170626;518636;POINT(170626 518636);3.0;0.7;0.3;30
1154;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 633;Slachthuis;;3.0;;Optie B;LT;170626;518636;POINT(170626 518636);3.0;0.7;0.3;30
1155;Flevoland;Urk;GM0184;Flevoland;ES06;Rodi BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;170626;518639;POINT(170626 518639);24.0;0.7;0.3;38
1156;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 606;Slachthuis;;3.0;;Optie B;LT;170797;518199;POINT(170797 518199);3.0;0.7;0.3;30
1157;Flevoland;Urk;GM0184;Flevoland;ES06;Kramer Fish BV;KoelVries;20;0.3;;Optie B;LT;170801;518402;POINT(170801 518402);0.3;0.7;0.3;20
1158;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 632;Slachthuis;;3.0;;Optie B;LT;170804;518678;POINT(170804 518678);3.0;0.7;0.3;30
1159;Flevoland;Urk;GM0184;Flevoland;ES06;Visafslag Urk;Voedingsmiddelen_dranken_tabak;20;0.64;;Optie B;LT;170845;518197;POINT(170845 518197);0.64;0.7;0.3;20
1160;Flevoland;Urk;GM0184;Flevoland;ES06;Neerlandia Urk BV;Voedingsmiddelen_dranken_tabak;20;0.14;;Optie B;LT;170875;518328;POINT(170875 518328);0.14;0.7;0.3;20
1161;Flevoland;Urk;GM0184;Flevoland;ES06;Fishpartners BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;170875;518406;POINT(170875 518406);24.0;0.7;0.3;38
1162;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 638;Slachthuis;;3.0;;Optie B;LT;170875;518406;POINT(170875 518406);3.0;0.7;0.3;30
1163;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 636;Slachthuis;;3.0;;Optie B;LT;170876;518329;POINT(170876 518329);3.0;0.7;0.3;30
1164;Flevoland;Urk;GM0184;Flevoland;ES06;Kennemervisgroep Fishpartners;Voedingsmiddelen_dranken_tabak;38;0.28;;Optie B;LT;170897;518425;POINT(170897 518425);0.28;0.7;0.3;38
1165;Flevoland;Urk;GM0184;Flevoland;ES06;Aldi;Supermarkt;38;0.03;;Optie B;LT;170971;519485;POINT(170971 519485);0.03;0.7;0.3;38
1166;Flevoland;Urk;GM0184;Flevoland;ES06;VOF De Vries Romkes;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;170996;518451;POINT(170996 518451);24.0;0.7;0.3;38
1167;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 605;Slachthuis;;3.0;;Optie B;LT;170996;518457;POINT(170996 518457);3.0;0.7;0.3;30
1168;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 607;Slachthuis;;3.0;;Optie B;LT;171006;518519;POINT(171006 518519);3.0;0.7;0.3;30
1169;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 622;Slachthuis;;3.0;;Optie B;LT;171006;518519;POINT(171006 518519);3.0;0.7;0.3;30
1170;Flevoland;Urk;GM0184;Flevoland;ES06;Supermarkt Slump Urk BV;Supermarkt;;0.05;;Optie B;LT;171022;519519;POINT(171022 519519);0.05;0.7;0.3;30
1171;Flevoland;Urk;GM0184;Flevoland;ES06;Top Fish Seafood;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;171023;518262;POINT(171023 518262);24.0;0.7;0.3;38
1172;Flevoland;Urk;GM0184;Flevoland;ES06;Onbekend slachthuis 616;Slachthuis;;3.0;;Optie B;LT;171024;518265;POINT(171024 518265);3.0;0.7;0.3;30
1173;Flevoland;Urk;GM0184;Flevoland;ES06;Jumbo Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;171107;519508;POINT(171107 519508);0.24;0.7;0.3;30
1174;Flevoland;Urk;GM0184;Flevoland;ES06;Jansen Coldstore;KoelVries;20;0.28;;Optie B;LT;171126;518367;POINT(171126 518367);0.28;0.7;0.3;20
1175;Flevoland;Urk;GM0184;Flevoland;ES06;Weerstand Foods B V;Voedingsmiddelen_dranken_tabak;20;0.25;;Optie B;LT;171126;518855;POINT(171126 518855);0.25;0.7;0.3;20
1176;Flevoland;Urk;GM0184;Flevoland;ES06;Coldstore Urk BV;KoelVries;38;0.0;;Optie B;LT;171206;518451;POINT(171206 518451);2.0;0.7;0.3;38
1177;Flevoland;Urk;GM0184;Flevoland;ES06;Agro Merchants Group B V;Voedingsmiddelen_dranken_tabak;20;0.25;;Optie B;LT;171240;518427;POINT(171240 518427);0.25;0.7;0.3;20
1178;Flevoland;Dronten;GM0303;Flevoland;ES06;W_Gemaal_723;GemaalWarmte;;0.0;;Optie B;LT;170552;487100;POINT(170552 487100);0.0;0.7;0.3;30
1179;Flevoland;Dronten;GM0303;Flevoland;ES06;Tietema s Bakkerij;Bakkerij;;0.0;;Optie B;LT;172390;509365;POINT(172390 509365);0.0;0.7;0.3;30
1180;Flevoland;Dronten;GM0303;Flevoland;ES06;Deen Winkels BV;Supermarkt;38;0.08;;Optie B;LT;172410;509231;POINT(172410 509231);0.08;0.7;0.3;38
1181;Flevoland;Dronten;GM0303;Flevoland;ES06;Supermarkt Slump Swifterbant BV;Supermarkt;38;0.08;;Optie B;LT;172413;509376;POINT(172413 509376);0.08;0.7;0.3;38
1182;Flevoland;Dronten;GM0303;Flevoland;ES06;L C  van der Vliet;KoelVries;38;0.87;;Optie B;LT;173253;501735;POINT(173253 501735);0.87;0.7;0.3;38
1183;Flevoland;Dronten;GM0303;Flevoland;ES06;Supermarkt Schuurhuis Biddinghuizen BV;Supermarkt;38;0.08;;Optie B;LT;175807;496426;POINT(175807 496426);0.08;0.7;0.3;38
1184;Flevoland;Dronten;GM0303;Flevoland;ES06;Albert Heijn BV;Supermarkt;38;0.33;;Optie B;LT;175850;505461;POINT(175850 505461);0.33;0.7;0.3;38
1185;Flevoland;Dronten;GM0303;Flevoland;ES06;Flevonice;IJsbaan;;0.0;;Optie B;LT;175855;492765;POINT(175855 492765);0.0;0.7;0.3;30
1186;Flevoland;Dronten;GM0303;Flevoland;ES06;LIDL Nederland GmbH;Supermarkt;38;0.03;;Optie B;LT;175871;496471;POINT(175871 496471);0.03;0.7;0.3;38
1187;Flevoland;Dronten;GM0303;Flevoland;ES06;Leisure World Ice Center;IJsbaan;;0.0;;Optie B;LT;176342;505662;POINT(176342 505662);0.0;0.7;0.3;30
1188;Flevoland;Dronten;GM0303;Flevoland;ES06;Solcon  locatie Dronten  Dronten;Datacenter;;13.0;;Optie B;LT;176373;505792;POINT(176373 505792);13.0;0.7;0.3;30
1189;Flevoland;Dronten;GM0303;Flevoland;ES06;Serverius   Dronten;Datacenter;;0.87;;Optie B;LT;176563;506279;POINT(176563 506279);0.87;0.7;0.3;30
1190;Flevoland;Dronten;GM0303;Flevoland;ES06;VNK  Verenigde Nederlandse Kruidendrogerijen  BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;176668;496786;POINT(176668 496786);24.0;0.7;0.3;30
1191;Flevoland;Dronten;GM0303;Flevoland;ES06;Aldi;Supermarkt;38;0.03;;Optie B;LT;177341;504266;POINT(177341 504266);0.03;0.7;0.3;38
1192;Flevoland;Dronten;GM0303;Flevoland;ES06;Deen Winkels BV;Supermarkt;38;0.08;;Optie B;LT;177355;504144;POINT(177355 504144);0.08;0.7;0.3;38
1193;Flevoland;Dronten;GM0303;Flevoland;ES06;Albert Heijn BV;Supermarkt;38;0.13;;Optie B;LT;177544;504312;POINT(177544 504312);0.13;0.7;0.3;38
1194;Flevoland;Dronten;GM0303;Flevoland;ES06;Onbekend slachthuis 183;Slachthuis;;3.0;;Optie B;LT;177654;505731;POINT(177654 505731);3.0;0.7;0.3;30
1195;Flevoland;Dronten;GM0303;Flevoland;ES06;Bleeker s Supermarkt BV;Supermarkt;38;0.55;;Optie B;LT;177685;502877;POINT(177685 502877);0.55;0.7;0.3;38
1196;Flevoland;Dronten;GM0303;Flevoland;ES06;Exploitatie Koelhuis Dronten BV;KoelVries;;2.0;;Optie B;LT;177976;505563;POINT(177976 505563);2.0;0.7;0.3;30
1197;Flevoland;Dronten;GM0303;Flevoland;ES06;W_Gemaal_612;GemaalWarmte;;0.0;;Optie B;LT;180052;510200;POINT(180052 510200);0.0;0.7;0.3;30
1198;Flevoland;Dronten;GM0303;Flevoland;ES06;W_Gemaal_1612;GemaalWarmte;;0.0;;Optie B;LT;186814;506474;POINT(186814 506474);0.0;0.7;0.3;30
1199;Flevoland;Lelystad;GM0995;Flevoland;ES06;Alticom Lelystad  Lelystad;Datacenter;;13.0;;Optie B;LT;157158;501624;POINT(157158 501624);13.0;0.7;0.3;30
1200;Flevoland;Lelystad;GM0995;Flevoland;ES06;W_Gemaal_655;GemaalWarmte;;0.0;;Optie B;LT;157252;501700;POINT(157252 501700);0.0;0.7;0.3;30
1201;Flevoland;Lelystad;GM0995;Flevoland;ES06;W_Gemaal_1532;GemaalWarmte;;0.0;;Optie B;LT;157743;504409;POINT(157743 504409);0.0;0.7;0.3;30
1202;Flevoland;Lelystad;GM0995;Flevoland;ES06;W_Gemaal_1614;GemaalWarmte;;0.0;;Optie B;LT;157803;504406;POINT(157803 504406);0.0;0.7;0.3;30
1203;Flevoland;Lelystad;GM0995;Flevoland;ES06;Intersnack Nederland BV;Voedingsmiddelen_dranken_tabak;38;0.49;;Optie B;LT;157867;501690;POINT(157867 501690);0.49;0.7;0.3;38
1204;Flevoland;Lelystad;GM0995;Flevoland;ES06;Onbekend slachthuis 326;Slachthuis;;3.0;;Optie B;LT;158314;501584;POINT(158314 501584);3.0;0.7;0.3;30
1205;Flevoland;Lelystad;GM0995;Flevoland;ES06;Brood    Banketbakkerij Prins BV;Bakkerij;38;0.07;;Optie B;LT;158351;501312;POINT(158351 501312);0.07;0.7;0.3;38
1206;Flevoland;Lelystad;GM0995;Flevoland;ES06;Koekela BV;Bakkerij;38;0.07;;Optie B;LT;158351;501312;POINT(158351 501312);0.07;0.7;0.3;38
1207;Flevoland;Lelystad;GM0995;Flevoland;ES06;Farm Dairy Holding BV;Voedingsmiddelen_dranken_tabak;38;0.0;;Optie B;LT;158837;501446;POINT(158837 501446);24.0;0.7;0.3;38
1208;Flevoland;Lelystad;GM0995;Flevoland;ES06;Supermarkt Dusselaar VOF;Supermarkt;38;0.33;;Optie B;LT;159094;502481;POINT(159094 502481);0.33;0.7;0.3;38
1209;Flevoland;Lelystad;GM0995;Flevoland;ES06;Weernekers Supermarkten Almere   tussen de Vaarten BV;Supermarkt;;0.49;;Optie B;LT;159865;503383;POINT(159865 503383);0.49;0.7;0.3;30
